"","Coauthor","Paper","Journal","AuthorID","PaperID"
"7221","HNagamoto;FAli;ZNakao;Y-WChen"," Evolutionary CT Image Reconstruction by Variant Chromosome Size"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",414,7221
"7222","SNozaki;Y-WChen;ZNakao"," An Adaptive Simulated Annealing to optimization of Phase distribution of Kinoform"," Methodologies for the Conception Design and Application of Soft Computing Eds T Yamakawa and G Matsumoto World Scientific",414,7222
"7223","ShinyaNozaki;Yen-WeiChen;ZenshoNakao","A new optimization algorithm of Kinoform based on simulated annealing","Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo V",414,7223
"7224","ShinyaNozaki;Yen-WeiChen;ZenshoNakao;HiroyukiShiraga","Reconstruction of x-ray penumbral images based on heuristic methods","Image Processing Algorithms and Systems SPIE The International Society for Optical Engineering Press",414,7224
"7225","MidoriTakashibu;ZenshoNakao","Evolutionary CT Image Reconstruction by Image Partitioning ","SEAL Simulated Evolution and Learning",414,7225
"7226","STobaru;FAli;ZNakao;Y-WChen"," Gray Image Reconstruction by a New Back-Propagation Neural Network"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",414,7226
"7227","NWang;Y-WChen;ZNakao"," Coupled Lattice Neural Network for Blind Deconvolution"," Proc of SPIE The International Society for Optical Engineering",414,7227
"7228","NingWang;Yen-WeiChen;ZenshoNakao;ShinichiTamura","An evolutionary self-organizing neural network for blind deconvolution","Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo W",414,7228
"7229","Y-WChen;YIzawa;SNakai;CYamanaka"," Analysis of laser beam propagation effects in atomic laser isotope separation"," Jpn J Appl Phys SCI Scalable Coherent Interface",414,7229
"7230","Y-WChen;HNiki;SAdachi;YIzawa;SNakai;CYamanaka"," Numerical studies on propagation of laser pulses in multilevel photoionization system"," J Opt Soc Am B SCI Scalable Coherent Interface",414,7230
"7231","Y-WChen;HArakawa;ZNakao;KYamashita;RKodama"," A Noise-Smoothing Filter Based on Adaptive Windowing Applied to Penumbral Imaging"," IEICE Trans Fundamentals E A SCI Scalable Coherent Interface",414,7231
"7232","Y-WChen;RKodama;ZNakao"," Penumbral Imaging of Laser Imploded Targets and Its Blind Reconstruction"," IEEE Trans SCI Scalable Coherent Interface",414,7232
"7233","Yen-WeiChen;NingWang","Parallel-distributed blind deconvolution based on a self-organizing neural network and a two-step learning method","Proc of Int Conf Nonlinear Science the Border of Milleniums Saint p",414,7233
"7234","Y-WChen;ZNakao;XFang"," A Parallel Genetic Algorithm based on the Island Model for Image Restoration"," Neural Networks for Signal Processing Eds S Usui et IEEE Press",414,7234
"7235","Y-WChen;ZNakao;XFang;STamura"," A parallel genetic algorithm for image restoration"," Proc of th Int Conf Pattern Recognition W",414,7235
"7236","Y-WChen;ZNakao;XFang"," Parallelization of a Genetic Algorithm for Image Restoration and Its Performance Analysis"," Proc of IEEE rd Int Conf Evolutionary Computation Nagoya",414,7236
"7237","MNakai;SShinohara;MKatayama;Y-WChen;SKobayashi;NMiyanaga;KTanaka;KNishihara;MYamanaka;TYamanaka;SNakai"," Development of X-ray emission computed tomography for ICF Research"," Rev Sci Instrum SCI Scalable Coherent Interface",414,7237
"7238","Y-WChen;TEnokura;NMendoza;ZNakao","A pyramid model for blind deconvolution based on simulated annealing","Proc of IEEE International Conference Industrial Electronis Control and Instrumentation Nagoya EI",414,7238
"7239","MNakai;MYamanaka;HAzechi;Y-WChen;TJitsuno;MKatayama;KMima;NMiyanaga;HNakaishi;MNakatsuka;ANishiguchi;PANorreys;YSetsuhara;MTakagi;TNorimatsu;TYamanaka;SNakai"," X-ray and particle diagnostics of a high-density plasma by laser implosion"," Rev Sci Instrum SCI Scalable Coherent Interface",414,7239
"7240","Y-WChen;ZNakao;KArakaki;INakamura;STamura"," Reconstruction of neutron penumbral images by a constrainted genetic algorithm"," Proc of th Int Conf Pattern Recognition E",414,7240
"7241","ZNakao;Y-WChen;TTengan;MKinjo"," Ada-based support packages for fuzzy expert system construction & GUI"," Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto",414,7241
"7242","ZNakao;MTakashibu;Y-WChen"," Evolutionary CT image reconstruction by image partitioning"," Lecture Notes Artificial Intelligence Eds X Yao J H Kim T Furuhashi Springer",414,7242
"7243","ZNakao;Y-WChen;MTakashibu;YKina"," Evolutionary reconstruction of gray images"," Proc of Int Fuzzy Systems and Intelligent Control Conf Hawai",414,7243
"7244","ZNakao;Y-WChen;FAli"," Evolutionary reconstruction of plane binary images from projections"," J Jpn Soc Fuzzy Theo and Sys",414,7244
"7245","ZNakao;Y-WChen;MTakashibu;YKina"," Evolutionary reconstruction of plane color images from projections"," FUZZY LOGIC FOR THE APPLICATIONS TO COMPLEX SYSTEMS Edited by W Chiang J Lee World Scientific",414,7245
"7246","NWang;Y-WChen;ZNakao;STamura"," Parallel-distributed blind deconvolution based on a self-organizing neural network"," Appl Opt",414,7246
"7247","ZNakao;Y-WChen;FAli"," An Evolutionary reconstruction technique of plane uniform images"," Proc of International Conference Neural Information Processing Beijing",414,7247
"7248","NWang;LLiu;Y-WChen"," Pattern Recognition Based on Artificial Immune Neural Network"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",414,7248
"7249","ZNakao;Y-WChen;TTengan"," Neuro-genetic reconstruction of ternary gray image from projections"," Proc of th IASTED International Conference Applied Informatics Innsbruck",414,7249
"7250","NWang;Y-WChen;ZNakao;STamura;HAritome"," Synthesis of Binary Computer Generated Holograms Based on a Coding and Frequency Domain Optimization Algorithm"," International Journals of Opt Electronics",414,7250
"7251","ZNakao;Y-WChen;MNoborikawa;STobaru;TTengan"," Reconstruction of Gray Images by Neural Networks"," Methodologies for the Conception Design and Application of Intelligent System Edited by T Yamakawa G Matsumoto World Scientific",414,7251
"7252","SYamauchi;Y-WChen;ZNakao"," Optimization of Computer-Generated Holograms by an Artificial Neural Network"," Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian",414,7252
"7253","Xiang-YanZeng;ZenshoNakao","Blind Separation Based on an Evolutionary Neural Network ","ICPR International Conference Pattern Recognition",414,7253
"7254","Xiang-YanZeng;Yen-WeiChen;ZenshoNakao;HanqingLu","h Texture segmentation based on pattern maps obtained by independent component analysis","Proc of th Int Conf Neural Information Processing Shanghai",414,7254
"7255","Xiang-YanZeng;Yen-WeiChen;ZenshoNakao;HanqingLu","h Texture segmentation based on pattern maps obtained by principal component analysis","Proc of Int Tech Conf Circuits Systems Computers and Communications Tokushima",414,7255
"7256","Xiang-YanZeng;Yen-WeiChen;ZenshoNakao;HanqingLu","A new texture feature based on PCA pattern maps and its application to image retrieval","IEICE Trans Information Systems press SCI Scalable Coherent Interface",414,7256
"7257","Y-WChen;ZNakao;KArakaki;STamura"," Blind Deconvolution Based on Genetic Algorithms"," IEICE Trans Fundamentals E A SCI Scalable Coherent Interface",414,7257
"7258","Y-WChen;ZNakao;KArakaki;STamura"," Blind deconvolution based on genetic algorithms"," Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea",414,7258
"7259","Y-WChen;ZNakao;MIguchi;STamura"," Blind deconvolution by genetic algorithms"," Proc of SPIE The International Society for Optical Engineering EI",414,7259
"7260","Y-WChen;KOtsuki;ZNakao;RKodama"," Blind Dconvolution of X-ray Penumbral Images"," Rev Sci Instrum SCI Scalable Coherent Interface",414,7260
"7261","Y-WChen;KOtsuki;ZNakao;RKodama"," Blind Dconvolution of Spatially Encoded Penumbral Images"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",414,7261
"7262","Yen-WeiChen;ShusukeNarieda;KatsumiYamashita","Blind nonlinear channel identification based on a constrained genetic algorithm","Proc of IEEE Instrumentation and Measurement Conference Budapest",414,7262
"7263","Y-WChen;NMiyanaga;MYamanaka;HAzechi;KNishihara;TYamanaka;SNakai;CYamanaka"," Observation of burn and pusher regions of laser-driven large-high-aspect- ratio-target by a-particle imaging"," Jpn J Appl Phys SCI Scalable Coherent Interface",414,7263
"7264","TTCYang;Y-WChen;BYLiao","Channel noise reduction for M/R VQ with index assignment","Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press",414,7264
"7265","Y-WChen;ZNakao;KArakaki;STamura"," Reconstruction of Neutron Penumbral Images by a Genetic Algorithm with Laplacian Constraint"," Neural Networks for Signal Processing Eds S Usui et IEEE Press",414,7265
"7266","Y-WChen;ZNakao;KArakaki;STamura"," Distortion-Free Reconstruction of Neutron Penumbral Images by a Genetic Algorithm"," IEEE Trans SCI Scalable Coherent Interface",414,7266
"7267","Y-WChen","Review of imaging techniques for burn region observation in laser fusion research"," Invited Speech Proc of rd Conf of Association for Science and Technology Chinese Academic Press",414,7267
"7268","Y-WChen;SYamauchi;NWang;ZNakao"," A fast kinoform optimization algorithm based on simulated annealing,","IEICE Trans Fundamentals E A SCI Scalable Coherent Interface",414,7268
"7269","Y-WChen;KNomaru;KKou;YIzawa;SNakai;CYamanaka"," Research activities on atomic laser isotope separation at ILT and ILE, Osaka University"," Proc of th Workshop separation phenomena liquid and gass Beijin",414,7269
"7270","Y-WChen;ZNakao;KArakaki;XFang;STamura"," Restoration of Gray Images Based on a Genetic Algorithm with Laplacian Constraint"," Fuzzy Sets and Systems SCI Scalable Coherent Interface",414,7270
"7271","Y-WChen"," Simultaneous Measurement of Time-Resolved D Temperature Distribution of Evaporation Surface Heated by an Electron Beam with Sweeping Mode"," Proc of IEEE Instrumentation and Measurement Technology Conference St Paul",414,7271
"7272","Y-WChen","Simultaneous Measurement of Time-resolved D Temperature Distribution of Evaporation Surface Heated by Swept Electron Beam","IEEE Trans Instrumentation Measurement SCI Scalable Coherent Interface",414,7272
"7273","Yen-WeiChen;NoelMendoza;ShinyuUehara;ZenshoNakao;TatsuhiroAdachi;YoshihisaMasuda","Estimating wind speed in lower atmosphere wind profiler based on genetic algorithms","Proc of IEEE Instrumentation and Measurement Conference Budapest",414,7273
"7274","Y-WChen;NMiyanaga;MYamanaka;MNakai;KATanaka;KNishihara;TYamanaka;SNakai"," Three-dimensional imaging of laser imploded targets"," J Appl Phys",414,7274
"7275","ZNakao;Y-WChen;YKina"," ART estimation of color images from projections"," Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto",414,7275
"7276","Y-WChen;NMiyanaga;MYamanaka;MNakai;TYamanaka;SNakai"," Three-Dimensional Imaging of Laser-Imploded Targets Using X-ray Computed Tomography Technique"," IEEE Trans SCI Scalable Coherent Interface",414,7276
"7277","MakotoNakasone;MidoriTakashibu;YasuyukiKina;ZenshoNakao","Evolutionary Reconstruction of Gray Images ","International Conference Evolutionary Computation",414,7277
"7278","Y-WChen;MYamanaka;NMiyanaga;TYamanaka;SNakai;CYamanaka;STamura"," Three-dimensional reconstruction of laser-irradiated targets using URA coded aperture cameras"," Opt Commun SCI Scalable Coherent Interface",414,7278
"7279","MNakasone;FAli;ZNakao;Y-WChen"," Parallel Evolutionary Reconstruction of Gray Images by Exponential Gray Level Growth"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",414,7279
"7280","SNarieda;Y-WChen;KYamashita","Blind nonlinear channel identification based on higher order statistics using hybrid genetic algorithm","Proc of IEEE Int Conf Systems Man and Cybernetics Nashville",414,7280
"7281","HNiki;NESAly;KKou;KNomaru;Y-WChen;YIzawa;SNakai;CYamanaka"," Laser isotope separation of gadolinium"," Proc of the th Interational Symposium Advanced Nuclear Energy Research Mito",414,7281
"7282","MNoborikawa;FAli;ZNakao;Y-WChen"," Gray Image Reconstruction by Parallel Simulated Annealing"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",414,7282
"7283","KNomaru;YIzawa;Y-WChen"," Growth of Spatial Nonuniformity of Laser Beam Propagating in Near-Resonant Atomic Vapor"," Journal of Nuclear Science and Technology SCI Scalable Coherent Interface",414,7283
"7284","KNomaru;Y-WChen;YIzawa;SNakai;CYamanaka"," Spatial and temporal behavious of laser beam propagating in atomic vapor"," Laser Interaction and Related Plasma Phenomera Edited by S Nakai G H Miely AIP Press",414,7284
"7285","KNoumaru;Y-WChen;YIzawa;SNakai;CYamanaka"," Near-resonant effects on propagation of frequency-swept laser pulse in atomic vapor laser isotope separation"," J Nucl Sci Technol SCI Scalable Coherent Interface",414,7285
"7286","KNoumaru;Y-WChen;YIzawa;SNakai;CYamanaka"," Propagation of laser pulse in near resonant medium"," Proc of the th Interational Symposium Advanced Nuclear Energy Research Mito",414,7286
"7287","FAli;MNakasone;HNagamoto;STobaru;MNoborikawa;ZNakao;Y-WChen"," Comparative Evaluation of Three New Soft Computing Approaches to Image Reconstruction from Projections"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",414,7287
"7288","FFAli;SYokegawa;ZNakao;Y-WChen"," CT Image Reconstruction by Stochastic Relaxation,","Proc of rd Int l Conf Knowledge Based IntelligentInformation Engineering Systems Adelaide",414,7288
"7289","FathElAlemFAli;ZenshoNakao","GA-Based Reconstruction of Plane Binary Images ","International Conference Evolutionary Computation",414,7289
"7290","FFAli;ZNakao;Y-WChen","An adaptive backpropagation for limited-angle CT image reconstruction","IEICE Trans Fundamentals E A SCI Scalable Coherent Interface",414,7290
"7291","FFAli;KMatsuo;ZNakao;Y-WChen","An evolutionary algorithm for CT image reconstruction","Journal of Robotics and Mechatronics",414,7291
"7292","FAli;ZNakao;Y-WChen"," Two new neural network approaches to two-dimensional CT image reconstruction"," Fuzzy Sets and Systems SCI Scalable Coherent Interface",414,7292
"7293","Y-WChen;TEnokura;ZNakao"," A Fast Image Restoration Algorithm Based on Simulated Annealing,","Proc of rd Int l Conf Knowledge Based IntelligentInformation Engineering Systems Adelaide",414,7293
"7294","NSAly;KNoumaru;Y-WChen;HNiki;YIzawa;SNakai"," Selective photoionization scheme for atomic Gadolinium laser isotope separation"," Rew Laser Eng SCI Scalable Coherent Interface",414,7294
"7295","Yen-WeiCHEN;Xiang-YanZENG;ZenshoNAKAO","Geographic Information System Construction Using High-resolution Satellite Imagesh,","OPSEARECH",414,7295
"7296","KouichiArakaki;ShinichiTamura;ZenshoNakano","Evolutionary Reconstruction of Neutron Penumbral Images ","International Conference Evolutionary Computation",414,7296
"7297","Y-WChen;ZNakao;MIguchi;STamura"," Genetic algorithms for coded aperture imaging"," Proc of Joint Technical Conference Circuits Systems Computers and Communications Kumamoto",414,7297
"7298","HArakawa;Y-WChen;ZNakao;KYamashita;INakamura;STamura"," A noise-smoothing filtering based on adaptive windowing for penumbral imaging"," Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea",414,7298
"7299","Y-WChen;ZNakao;KArakaki"," Genetic Algorithms Applied to Neutron Penumbral Imaging"," Optical Review B",414,7299
"7300","Yen-WeiChen;Xiang-YanZeng;ZenshoNakao;HanqingLu","hEdge detection by learning the principal components of images","Proc of IEEE International Workshop Intelligent Signal Processing Budapest",414,7300
"7301","Y-WChen;NMiyanaga;MYamanaka;TYamanaka;SNakai;TIguchi;MNakazawa;TIida;STamura"," High resolution penumbral imaging of -MeV neutrons"," IEICE Trans Electronics E C SCI Scalable Coherent Interface",414,7301
"7302","Yen-WeiChen;NoelMendoza","A heuristic approach to image superresolution","Proc Of IEEE International Workshop Intelligent Signal Processing Budapest",414,7302
"7303","Yen-WeiChen;NoelMendoza;ZenshoNakao;TatsuhiroAdachi","h Estimating Wind Speed in the Lower Atmosphere Wind Profiler Based on a Genetic Algorithm","IEEE Trans Instrumentation Measurement press SCI Scalable Coherent Interface",414,7303
"7304","Y-WChen;ZNakao;STamura"," Attenuation correction for x-ray emission computed tomography of laser-produced plasma"," IEICE Trans Fundamentals E A SCI Scalable Coherent Interface",414,7304
"7305","Y-WChen;TEnokura;ZNakao"," A Hybrid GA/SA Approach to Blind Deconvolution"," Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian",414,7305
"7306","TatsuroEnokura;Yen-WeiChen;ZenshoNakao","A fast algorithm for image restoration based on a hybrid GA and SA","Proc of IEEE Int Conf Systems Man and Cybernetics Tokyo W",414,7306
"7307","Y-WChen;X-YZang;ZNakao"," A Hybrid Neural Network Training Approach of Backpropagation and Genetic Algorithm for Classification of Remotely Sensed Images"," Proc of the Fifth Int Conf Neural Network Information Processing Kitakyushu",414,7307
"7308","XueFang;ZenshoNakao","Parallelization of a Genetic Algorithm for Image Restoration and Its Performance Analysis ","International Conference Evolutionary Computation",414,7308
"7309","YIzawa;Y-WChen;KNoumaru;NSAly;KKou;HNiki;SNakai;CYamanaka"," Near-resonant effects on laser pulse propagation in atomic laser isotope separation"," Proc of SPIE The International Society for Optical Engineering EI",414,7309
"7310","YKawano;ZNakao;Y-WChen"," An Application of Automaton Neural Networks to Artificial Agents"," Proc of Second Int Conf Konwledge Based Intelligent Electronic Systems Adelaide Editors L C Jain and R K Jian",414,7310
"7311","YKawano;ZNakao;Y-WChen"," Automaton Neural Networks and Artificial Agents - Simulation"," Methodologies for the Conception Design and Application of Soft Computing Eds T Yamakawa and G Matsumoto World Scientific",414,7311
"7312","KKishimoto;Y-WChen;ZNakao;INakamura;STamura"," A quantitative evaluation of URA coded aperture imaging"," Proc of Int Tech Conf Circuits Systems Computers and Communications Souel Korea",414,7312
"7313","KKishimoto;Y-WChen;ZNakao"," Tomographic Resolution of URA Coded Aperture Imaging and Its Enhansment"," Proc of Int Tech Conf Circuits Systems Computers and Communications Eds Z Nakao Y W Chen",414,7313
"7314","NKitabatake;Y-WChen;ZNakao","Improvement of tomographic imaging in coded aperture system based on simulated annealing","Proc of Int Tech Conf Circuits Systems Computers and Communications Pusan Korea",414,7314
"7315","TetsuyaKohatsu;ShinyaNozaki;Yen-WeiChen","CT image reconstruction based on a heuristic method from limited number of projections","Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press",414,7315
"7316","Y-WChen;TEnokura;ZNakao"," A Hybrid Approach to Blind Deconvolution Using Genetic Algorithm and Simulated Annealing"," Proc of IEEE Int Conf Systems Man and Cybernetics San Diego",414,7316
"7317","Y-WChen;ZNakao;MIguchi"," Evolutionary reconstruction of coded image"," Proc of Asian Conference Computer Vision",414,7317
"7318","Y-WChen;ZNakao;KArakaki;STamura"," Evolutionary reconstruction of neutron penumbral images"," Proc of IEEE rd Int Conf Evolutionary Computation Nagoya",414,7318
"7319","Y-WChen;ZNakao;INakamura"," A Quantitative Evaluation of Neutron Penumbral Imaging with a Toroidal-Segment Aperture"," IEICE Trans Electronics E C",414,7319
"7320","Y-WChen;KNomaru;KKou;YIzawa;SNakai;CYamanaka"," Laser spectroscopy and laser isotope separation of atomic gadolinium"," Invited Talk Proc of Symposium Laser Spectroscopy Taejon Korea",414,7320
"7321","Y-WChen;RKodama;TMatsushita"," Imaging of Laser-Imploded Targets with x-ray CCD cameras"," Proc of IEEE Instrumentation and Measurement Technology Conference St Paul",414,7321
"7322","Y-WChen;MYamanaka;NMiyanaga;HAzechi;SIshikawa;TYamanaka;SNaka;STamura"," Measurement of D-D burn region using proton prnumbral coded aperture imaging"," Opt Commun SCI Scalable Coherent Interface",414,7322
"7323","Yen-WeiChen;Xiang-YanZeng;ZenshoNakao","Independent component analysis by evolutionary neural networks","Applications of Artificial Neural Networks Image Processing Eds N M Nasrabhadi SPIE The International Society for Optical Engineering Press",414,7323
"7324","RLin;Y-WChen;KTeruya;INakamura;HHiga;ZNakao","The use of a GPS in geographic information system construction","Proc of Int Tech Conf Circuits Systems Computers and Communications Pusan Korea",414,7324
"7325","Yen-WeiChen","Independent component analysis and its application to pattern recognition","Knowledge Based Intelligent Information Engineering Systems Allied Technologies Eds N Baba L C Jain R J Howlett IOS Press",414,7325
"7326","HanqingLu;Xiang-YanZeng;ZenshoNakao","An ICA-Based Illumination-Free Texture Model and Its Application to Image Retrieval ","IEEE Pacific Rim Conference Multimedia",414,7326
"7327","Y-WChen;ZNakao;MIguchi;STamura"," An evolutionary algorithm for image restoration"," Proc of IEEE International Conference Neural Networks and Signal Processing Nanjing",414,7327
"7328","NoelMendoza;Yen-WeiChen;ZenshoNakao","A hybrid EA approach to multisensor image super-resolution","Proc of Int Tech Conf Circuits Systems Computers and Communications Tokushima",414,7328
"7329","ChauchinSu;Shyh-JyeJou;Yuan-TzuTing","Metrology for analog module testing using analog testability bus ","ICCAD International Conference Computer Aided Design",415,7329
"7330","ChauchinSu;Chung-LenLee","Analog Metrology and Stimulus Selection in a Noisy Environment ","Asian Test Symposium",415,7330
"7331","ChauchinSu;ShingTenchen;Yi-RenCheng","Analog signal metrology for mixed signal ICs ","Asian Test Symposium",415,7331
"7332","ChauchinSu;Shyh-JyeJou","Intrinsic response for analog module testing using an analog testability bus ","ACM Trans Design Autom Electr Syst",415,7332
"7333","ChauchinSu;Shyh-JyeJou","Parasitic Effect Removal for Analog Measurement in P Environment ","ITC International Test Conference",415,7333
"7334","ChauchinSu;Shung-WonJeng","Boundary scan BIST methodology for reconfigurable systems ","ITC International Test Conference",415,7334
"7335","ChauchinSu;Chung-LenLee;Gen-NanChen;Mu-JengHuang","All Digital Built-in Delay and Crosstalk Measurement for On-Chip Buses ","DATE Design Automation and Test Europe",415,7335
"7336","CLLee;JRChen","A Scalable Architecture for Differentiated Services ","ICDCS International Conference Distributed Computing Systems Workshops",416,7336
"7337","CLLee;HYLiao","An Efficient TCP Flow Control and Fast Recovery Scheme for Lossy Networks ","ICN International Competition Network",416,7337
"7338","HCHong","Design and Implementation of a Web-Based Bulletin System for Official Documents ","COMPSAC International Computer Software and Applications Conference",416,7338
"7339","HCHong","Design and Implementation of a Web-Based Real-Time Interactive Collaboration Environment ","FTDCS Future Trends Distributed Computing Systems",416,7339
"7340","HCHong","Design and Practice of a Dispatch Server Architecture ","FTDCS Future Trends Distributed Computing Systems",416,7340
"7341","TIChen","An Approach to Isochronous Slot Reuse for Multimedia Services on DQDB Network ","FTDCS Future Trends Distributed Computing Systems",416,7341
"7342","TsauYoungLin","A Congestion Control Approach for LAN/MAN Interconnection via ATM ","INFOCOM The Conference Computer Communications",416,7342
"7343","Cheng-YanKao;Jinn-MoonYang;Jorng-TzongHorng","Applying Family Competition to Evolution Strategies for Constrained Optimization ","Evolutionary Programming",417,7343
"7344","ASingh;DEGoldberg;Y-pChen"," Modified linkage learning genetic algorithm for difficult non-stationary problems ","Proceedings of Genetic and Evolutionary Computation Conference GECCO The Genetic and Evolutionary Computation Conference Poster session",417,7344
"7345","ASinha;Y-pChen;DEGoldberg"," Designing efficient genetic and evolutionary algorithm hybrids ","Hart W E Krasnogor N Smith J Eds Recent Advances Memetic Algorithms and Related Search Technologies Chapter N A N A Springer Verlag press",417,7345
"7346","J-MYang;Y-pChen;J-THorng;C-YKao","Applying family competition to evolution strategies for constrained optimization ","Lecture Notes Computer Science LNCS SCI Scalable Coherent Interface Expanded",417,7346
"7347","AliYassine;DavidEGoldberg;Tian-LiYu","Genetic Algorithm Design Inspired by Organizational Theory: Pilot Study of a Dependency Structure Matrix Driven Genetic Algorithm ","GECCO The Genetic and Evolutionary Computation Conference",417,7347
"7348","T-LYu;DEGoldberg;AAYassine;Y-pChen"," Genetic algorithm design inspired by organizational theory: Pilot study of a dependency structure matrix driven genetic algorithm ","Proceedings of Artificial Neural Networks Engineering ANNIE",417,7348
"7349","T-LYu;DEGoldberg;AAYassine;Y-pChen"," A genetic algorithm design inspired by organizational theory: A pilot study of a dependency structure matrix driven genetic algorithm"," Technical Report Genetic Algorithms Laboratory Department of General Engineering University of at",417,7349
"7350","T-LYu;Y-pChen;DEGoldberg"," An adaptive sampling scheme for genetic algorithms on the sampled OneMax problem"," Technical Report N A Genetic Algorithms Laboratory Department of General Engineering University of at preparation",417,7350
"7351","Y-pChen;DEGoldberg"," Convergence time for the linkage learning genetic algorithm"," Technical Report N A Genetic Algorithms Laboratory Department of General Engineering University of at preparation",417,7351
"7352","Y-pChen;DEGoldberg"," An analysis of a reordering operator tournament selection on a GA-hard problem"," Technical Report Genetic Algorithms Laboratory Department of General Engineering University of at",417,7352
"7353","Y-pChen;DEGoldberg"," Introducing start expression genes to the linkage learning genetic algorithm"," Technical Report Genetic Algorithms Laboratory Department of General Engineering University of at",417,7353
"7354","Y-pChen"," Using start expression genes for building-block separation in the linkage learning genetic algorithm ","Proceedings of Genetic and Evolutionary Computation Conference GECCO The Genetic and Evolutionary Computation Conference Graduate student workshop",417,7354
"7355","Y-pChen;DEGoldberg"," A survey of genetic linkage learning techniques"," Technical Report N A Genetic Algorithms Laboratory Department of General Engineering University of at preparation",417,7355
"7356","Y-pChen;J-THorng;C-Y","Stochastic sketching: A new method for global optimization ","Soft Computing Kao",417,7356
"7357","Y-pChen;DEGoldberg"," Tightness time for the linkage learning genetic algorithm"," Technical Report Genetic Algorithms Laboratory Department of General Engineering University of at",417,7357
"7358","DavidEGoldberg","Tightness Time for the Linkage Learning Genetic Algorithm ","GECCO The Genetic and Evolutionary Computation Conference",417,7358
"7359","DavidEGoldberg","An Analysis of a Reordering Operator with Tournament Selection on a GA-Hard Problem ","GECCO The Genetic and Evolutionary Computation Conference",417,7359
"7360","J-THorng;Y-pChen;C-YKao"," A theoretical aspect of a stochastic sketching method for global optimization ","Journal of Information Science and Engineering JISE SCI Scalable Coherent Interface Expanded",417,7360
"7361","DavidEGoldberg","Introducing Start Expression Genes to the Linkage Learning Genetic Algorithm ","PPSN Parallel Problem Solving from Nature",417,7361
"7362","W-rJih;Y-pChen;JHsu","A comparative study of genetic algorithms for vehicle routing time constraints ","Proceedings of International Conference Artificial Intelligence Kaohsiung National Sun Yat Sen University",417,7362
"7363","Chia-TaiChan;Pi-ChungWang;Wei-ChunTseng","A Fast Packet Classification by Using Enhanced Tuple Pruning ","Protocols for High Speed Networks",418,7363
"7364","Chia-TaiChan;Pi-ChungWang;Wei-ChunTseng","Gigabit Packet Classification by Using Lookahead Caching ","COMPSAC International Computer Software and Applications Conference",418,7364
"7365","Chia-TaiChan;Pi-ChungWang;Shuo-ChengHu;Yu-ChenShin","Hardware-based IP Routing Lookup with Incremental Update ","ICPADS International Conference Parallel and Distributed Systems",418,7365
"7366","Chia-TaiChan;Pi-ChungWang","A Fast Table Update Scheme for High-Performance IP Forwarding ","ICPADS International Conference Parallel and Distributed Systems",418,7366
"7367","Chia-TaiChan;Pi-ChungWang","An efficient traffic control scheme for TCP over ATM GFR services ","Computer Networks",418,7367
"7368","Chia-TaiChan;Pi-ChungWang","A Fast IP Routing Lookup Scheme ","ICC International Conference Communications",418,7368
"7369","Jin-RuChen","Improving Data Transport Performance Through SSCOP with Rate-Based Flow Control ","Perform Eval",418,7369
"7370","MuminSong;NingXi;WeihuaSheng","Graph-based Surface Merging in CAD-guided Dimensional Inspection of Automotive Parts ","ICRA International Conference Robotics and Automation",419,7370
"7371","JamesSRankinIII;MuminSong;NingXi;WeihuaSheng","Automated CAD-Guided Automobile Part Dimensional Inspection ","ICRA International Conference Robotics and Automation",419,7371
"7372","HepingChen;MuminSong;NingXi;WeihuaSheng","Automated Robot Trajectory Planning for Spray Painting of Free-Form Surfaces in Automotive Manufacturing ","ICRA International Conference Robotics and Automation",419,7372
"7373","Klaus-PeterBeier","Highlight-line algorithm for realtime surface-quality assessment ","Computer Aided Design",419,7373
"7374","FuhuaCheng;Jun-HaiYong;KenjiroTMiura;PaulStewart","Dynamic highlight line generation for locally deforming NURBS surfaces ","Computer Aided Design",419,7374
"7375","DimitrisPapageorgiou;Klaus-PeterBeier","Direct highlight line modification on nurbs surfaces ","Computer Aided Geometric Design",419,7375
