"Coauthor","Paper","Journal","AuthorID","PaperID"
"Jeong-ALee;KiseonKim"," Computing Architectures for DFT-based HF-Band Energy Detection, ","International Journal of Electronics","61","1073"
"","A Computing Architecture for Image Address Mapper,","ITC International Test Conference CSCC Seoul","61","1074"
"","CORDIC-based Fast Approximate Rotation for QR Decomposition,","APCC","61","1075"
"","CORDIC-based Fast Approximate Rotations for Sliding Window","Applications of Discrete Fourier Transform ICCU","61","1076"
"BAyyar"," A Pipelined Architecture for Direct Kinematics Computations using CORDIC, ","International Simulation Technology Conference","61","1077"
"GBayramoglu;KKim"," A FPGA Solution for Inverse Kinematics Computation Engines, ","International Simulation Technology Conference","61","1078"
"EdFDeprettere;Kees-JanVanderKolk","A Floating Point Vectoring Algorithm Based on Fast Rotations ","EUROMICRO","61","1079"
"JDorenbosch"," A Simulation Model for Solenoidal Detector Collaboration Data Acquisition System, ","Int Conf IASTED","61","1080"
"GEpstein;PMandayam"," Some observations on N-valued Disjointly Separable Functions, ","Proceedings of the Fourteenth International Symposium Multiple Valued Logic Winnipeg","61","1081"
"JHarding;TLang"," A Comparison of Redundant CORDIC Rotation Engines, ","Proc IEEE International Conference Computer Design","61","1082"
"KKim"," Computing Architectures for DFT-based Energy Measurements, ","Proc IEEE IMTC Shizuoka","61","1083"
"KKim"," A Computing Structure for the Geometrical Mapping Problem, ","ACCV Asian Conference Computer Vision Second Asian Conference Computer Vision II","61","1084"
"Jeong-ALee;TomasLang"," A Constant-Factor Redundant CORDIC for Angle Calculation and Rotation, ","IEEE Transactions Computers","61","1085"
"KKim"," CORDIC-based Discrete Fourier Transformer Desgin, ","IEEE Proceedings of Great Lake VLSI Very Large Scale Integration Symposium","61","1086"
"KKim"," Direct Kinematics Solution Architectures for Industrial Robot Manipulators: Bit-serial versus Parallel, ","Proceedings of NASA VLSI Very Large Scale Integration Symposium","61","1087"
"KKim"," Fully-Pipelined VLSI Architectures for Robot Kinematics Problems, ","IEEE International Conference Computers and Communications","61","1088"
"AMubashir"," VLSI Implementation of CORDIC Angle Units using Lager Tools, ","Great Lakes Symposium VLSI Very Large Scale Integration Notre Dame","61","1089"
"KKim"," VLSI Architectures for Geometrical Mapping Problems in High-Definition Image Processors, ","Proceedings of NASA VLSI Very Large Scale Integration Symposium","61","1090"
"Jeong-ALee;Kees-JanvanderKolk;EdFADeprettere","A Low-Cost Floating Point Vectoring Algorithm Based on CORDIC,","IEICE Trans Fundamentals E A","61","1091"
"TLang"," Implementation of Generalized Singular Value Decomposition using On-line CORDIC, ","SPIE The International Society for Optical Engineering Symposium High speed Computing Los Angeles","61","1092"
"TLang"," Matrix Triangularization by Fixed-point Redundant CORDIC with Constant Scale Factor, ","Proc SPIE The International Society for Optical Engineering Adv Signal Proc Sandiego","61","1093"
"SLee;COh;AAhmad;KKim","A Novel Hybrid CDMA/TDMA Protocol with a Reservation Request Slot for Wireless ATM Networks,","IEICE Trans E B","61","1094"
"KKim"," A Novel Processor Design for Signal Processing: A New Redundant CORDIC, ","Proc of ICSP Beijing J Lee the Fly Conversion Scheme for CORDIC Processor Proc of KSEA Seoul","61","1095"
"KKim"," Numerical Errors of Constant-Factor Redundant CORDIC based on Behaviroal Simulation, ","IASTED","61","1096"
"TLang"," Redundant CORDIC with Constant Scaling for SVD, "," th International Symposium Computer Arithmetic Grenoble","61","1097"
"DOh;DLee"," Simulation of On-the-Fly Conversion for Signed-Digit Implementation of a CORDIC Rotation Processor, ","ITC International Test Conference CSCC Seoul","61","1098"
"JisooPark;ChanghwanOh;JeeHwanAhn;Jeong-ALee;KiseonKim","Multi-QoS Services in ATM Switching Systems,"," IEICE Transaction Communications E B","61","1099"
"DRim;YHo"," Implementation and Comparisons of SRT division on FPGA, ","ITC International Test Conference CSCC Internation Technical Conference Circuits Systems Computers and Communications Seoul","61","1100"
"YRyu","A CORDIC-based Fast Approximation Rotations for Sliding Window Applications of Discrete Transforms,","ITC International Test Conference CSCC","61","1101"
"SShin;KKim","A Modified Joint CDMA/PRMA Protocol with an Access Channel for Voice/Data Services,","IEICE Trans E A","61","1102"
"Tom&aacute;sLang","Constant-Factor Redundant CORDIC for Angle Calculation and Rotation ","IEEE Trans Computers","61","1103"
"CWang;YChen;JDorenbosch"," A Simulation Model for the SDC On-line Processing Farm, ","IEEE Nuclear Science Symposium and Medical Imaging Conference","61","1104"
"Ki-ShikPark;Myung-KiShin;Yong-JinKim;YongGeunHong","Early Deployment Strategy of Public Wireless LAN Services Using Ipv Technology ","PDPTA Parallel and Distributed Processing Techniques and Applications","62","1105"
"Hyoung-JunKim;Myung-KiShin","Implementation of NAT-PT/SIIT, Enhanced ALGs and Performance Analysis ","International Conference Internet Computing","62","1106"
"Myung-KiShin;YongGeunHong;YongJinKim"," TALK: The Ipv transition Toolbox ","International Conference Internet Computing","62","1107"
"ByungSukLee;Ji-WoongChang;Kyu-YoungWhang","An Update-Risk Based Approach to TTL Estimation in Web Caching ","WISE Web Information Systems Engineering","63","1108"
"Chong-MokPark;Il-YeolSong;Kyu-YoungWhang","A Cost-Based Replacement Algorithm for Object Buffers ","COMPSAC International Computer Software and Applications Conference","63","1109"
"Chong-MokPark;Il-YeolSong;Kyu-YoungWhang","A cost-based buffer replacement algorithm for object-oriented database systems ","Inf Sci","63","1110"
"Doo-KwonBaik","SEMNET: A Semantic Network for Integration of Databases ","ICSC International Computing Science Conferences","64","1111"
"Doo-KwonBaik","Semantic Integration of Databases Using Linguistic Knowledge ","Australian Joint Conference Artificial Intelligence","64","1112"
"Doo-KwonBaik","SemQL: A Semantic Query Language for Multidatabase Systems ","CIKM International Conference Information and Knowledge Management","64","1113"
"SAdachi;FPeper","Computation by Asynchronously updating Cellular Automata","Journal of Statistical Physics","65","1114"
"HirokiAsou;KatsunobuImai;KenichiMorita","Uniquely Parsable Unification Grammars and Their Parser Implemented in Prolog ","Grammars","65","1115"
"PeperFerdinand;SAdachi;SMashiko","Laying Out Circuits on Asynchronous Cellular Arrays;A Step Towards Feasible Nanocomputers?","Nanotechnology","65","1116"
"KatsunobuImai;KenichiMorita","Simulation of one-dimensional cellular automata by uniquely parallel parsable grammars ","Theor Comput Sci","65","1117"
"SAdachi;FPeper;KMorita","Embedding universal delay-insensitive circuits in asynchronous cellular spaces","Fundamenta Informaticae","65","1118"
"PFerdinand;SAdachi;KMorita;SMashiko","Reversible Computation in Asynchronous Cellular Automata","Unconventional Models of Computation Lecture Notes Computer Science Springer LNCS","65","1119"
"KImai;KMorita","Simulation of one-dimensional cellular automata by uniquely parallel parsable grammars","Theoretical Computer Science ISSN","65","1120"
"FerdinandPeper;KenichiMorita;ShinroMashiko;SusumuAdachi","Reversible Computation in Asynchronous Cellular Automata ","UMC Unconventional Models of Computation","65","1121"
"InsooHa","Sensor Fusion and Calibration for Motion Captures Using Accelerometers ","ICRA International Conference Robotics and Automation","66","1122"
"KTWon","Inverse Kinematic Solution Based on Decomposed Manipulability ","ICRA International Conference Robotics and Automation","66","1123"
"TienCHsia;Young-SeobHwang","A Recursive Dimension-Growing Method for Computing Robotic Manipulability Polytope ","ICRA International Conference Robotics and Automation","66","1124"
"JoohanLee","Experience with MPI/RT","Technical Report University","67","1125"
"JoohanLee;KOh","Motion Analysis Using Competitive Learning Neural Network and Fuzzy Reasoning","Journal of Fuzzy Logic and Intelligent Systems pp","67","1126"
"JoohanLee","Motion Analysis Using Competetive Neural Network and Fuzzy Reasoning","Sogang University Master s Thesis","67","1127"
"JoohanLee;SJChapin;STaylor","Reliable Heterogeneous Applications","IEEE Transactions Reliability","67","1128"
"JoohanLee;SJChapin;STaylor","Replication Strategies and Liveness Checking in Computational Resiliency","Journal of Software Practice and Experience","67","1129"
"NLucena;JoohanLee;SChapin","Assuring Consistency and Increasing Reliability in Group Communication Mechanisms in Computational Resiliency","IEEE Information Assurance Workshop West Point","67","1130"
"SPark;JoohanLee;SHariri","A Multithreaded Message-Passing System for High Performance Distributed Computing Applications","IEEE th International Conference Distributed Computing Systems ICDCS International Conference Distributed Computing Systems","67","1131"
"SPark;JoohanLee;SHariri","An Efficient Group Communication Architecture over ATM Networks","IEEE IPPS International Parallel Processing Symposium SPDP Symposium Parallel and Distributed Processing th Heterogeneous Computing Workshop","67","1132"
"SPark;JoohanLee;SHariri","Performance Evaluation of ATM and Gigabit Networks","IEEE Information Technology Workshop","67","1133"
"StephenTaylor;TiraneeAchalakul","Resilient Image Fusion ","ICPP International Conference Parallel Processing Workshops","67","1134"
"STaylor;TAchalakul;JoohanLee;KLhee;SRobila","Resilient Remote Sensing: Fusing Remote Sensing with Information Resiliency","National Symposium Sensor and Data Fusion","67","1135"
"TAchalakul;JoohanLee;STaylor","Resilient Image Fusion","Journal of Parallel Algorithms and Applications","67","1136"
"TAchalakul;JoohanLee;STaylor","Resilient Image Fusion","IEEE ICPP International Conference Parallel Processing Workshop High Performance Scientific and Engineering Computing with Applications HPSECA","67","1137"
"SalimHariri;Sung-YongPark","A Multithreaded Message-Passing System for High-Performance Distributed Computing Applications ","ICDCS International Conference Distributed Computing Systems","67","1138"
"SalimHariri;Sung-YongPark","An Efficient Group Communication Architecture over ATM Networks ","Heterogeneous Computing Workshop","67","1139"
"JoohanLee;SJChapin;STaylor","Computational Resiliency","Journal of Quality and reliability Engineering International pp","67","1140"
"JoohanLee;STaylor","Advances in Computational Resiliency","IEEE Aerospace Conference","67","1141"
"JoohanLee","Fuzzy Expert System for Autonomous Vehicle","Technical Report KOSEF Sogang University","67","1142"
"JoohanLee;NLucena;SChapin","Agreement Protocol and Computational Resiliency","Critical Infrastructure Information Assurance Symposium","67","1143"
"JoohanLee","High Performance Data Mining","Technical Report University","67","1144"
"","Precision Locking Algorithm for Nested Transactions Systems ","CIKM International Conference Information and Knowledge Management","68","1145"
"AlanFekete","Multi-Granularity Locking for Nested Transaction Systems ","MFDBS Mathematical Fundamentals of Database Systems","68","1146"
"","B-Tree Concurrency Control Algorithm for Nested Transaction Systems ","DASFAA Database Systems for Advanced Applications","68","1147"
"RonaldARohrer;XiaoliHuang","Efficient Pole Zero Sensitivity Calculation in AWE ","ICCAD International Conference Computer Aided Design","69","1148"
"MMuratAlaybeyi;RonaldARohrer","Numerical integration algorithms and asymptotic waveform evaluation AWE ","ICCAD International Conference Computer Aided Design","69","1149"
"RonaldARohrer","AWEsymbolic: Compiled Analysis of Linear ized Circuits using Asymptotic Waveform Evaluation ","DAC Design Automation Conference","69","1150"
"Mi-YoungKim;Sin-JaeKang","Resolving Ambiguity in Inter-chunk Dependency Parsing ","NLPRS Natural Language Processing Pacific Rim Symposium","6","1151"
"Byung-KwanKwak;GeunbaeLee;Jee-HyubKim;SeungwooLee","A Corpus-Based Learning Method of Compound Noun Indexing Rules for Korean ","Information Retrieval","6","1152"
"Oh-WoogKwon;InsuKang;Jong-HyeokLee;GeunbaeLee","Comparative Evaluation of Document Translation Using MT System and Query Translation Based on Transfer Dictionary,","CATA Cancun","6","1153"
"Oh-WoogKwon;InsuKang;Jong-HyeokLee;GeunbaeLee","Conceptual Cross-Language Text Retrieval Based on Document Translation Using Japanese-to-Korean MT System,","Computer Processing of Oriental Languages","6","1154"
"Ji-EunRoh;Sin-JaeKang","Korean Text Generation from Database for Homeshopping Sites ","NLPRS Natural Language Processing Pacific Rim Symposium","6","1155"
"Oh-WoogKwon;InsuKang;Jong-HyeokLee;GeunbaeLee","Cross-Language Text Retrieval Based on Document Translation Using Japanese-to-Korean MT System,","NLPRS Natural Language Processing Pacific Rim Symposium Phuket","6","1156"
"Ji-EunRoh;Sin-JaeKang","XExplainer: A Tool for Generating Descriptive Text from Database ","ICDCS International Conference Distributed Computing Systems Workshops","6","1157"
"Oh-WoogKwon;Sung-HwaJung;Jong-HyeokLee;GeunbaeLee","Evaluation of Category Features and Text Structural Information on a Text Categorization Using Memory Based Reasoning,","ICCPOL Tokushima","6","1158"
"Oh-WoogKwon","Text categorization based on k-nearest neighbor approach for Web site classification ","Inf Process Manage","6","1159"
"GeunbaeLee;InsuKang;Oh-WoogKwon","Cross-Language Text Retrieval by Query Translation Using Term Reweighting ","IJPRAI International Journal of Pattern Recognition and Artificial Intelligence","6","1160"
"GeunbaeLee;Hui-FengLi","Identifying Syntactic Role of Antecedent in Korean Relative Clause Using Corpus and Thesaurus Information ","COLING Conference Computational Linguistics ACL Meeting of the Association for Computational Linguistics","6","1161"
"GeunbaeLee","A Dependency Parser of Korean Based on Connectionist/ Symbolic Techniques ","EPIA Portuguese Conference Artificial Intelligence","6","1162"
"GeunbaeLee;Jong-HyeokLee;JinheeYoo","Multi-level Post-processing for Korean Character Recognition Using Morphological Analysis and Linguistic Analysis,","Pattern Recognition","6","1163"
"GeunbaeLee","SKOPE: A connectionist/symbolic architecture of spoken Korean processing ","Learning for Natural Language Processing","6","1164"
"GaryGeunbaeLee;JeongwonCha","Syllable-Pattern-Based Unknown-Morpheme Segmentation and Estimation for Hybrid Part-of-Speech Tagging of Korean ","Computational Linguistics","6","1165"
"Hui-FengLi;Jong-HyeokLee;GeunbaeLee","Conceptual Graph Generation from Syntactic Dependency Structures in an MT Environment,","Computer Processing of Oriental Languages","6","1166"
"Hui-FengLi;Jong-HyeokLee;GeunbaeLee","Identifying Syntactic Role of Antecedent in Korean Relative Clauses Using Corpus and Thesaurus Information,","COLING Conference Computational Linguistics ACL Meeting of the Association for Computational Linguistics Montreal","6","1167"
"Hui-FengLi;NamwonHeo;KyonghiMoon;Jong-HyeokLee;GeunbaeLee","Lexical Transfer Ambiguity Resolution Using Automatically-Extracted Concept Co-occurrence Information,","Computer Processing of Oriental Languages An Int l J of CLCS OLCS to be published","6","1168"
"Hui-FengLi;NamwonHeo;KyonghiMoon;Jong-HyeokLee","The Use of Abstracted Knowledge from an Automatically Sense-tagged Corpus for Lexical Transfer Ambiguity Resolution,","VII","6","1169"
"Kyoung-HiMoon;Sin-JaeKang;You-JinChung","Word Sense Disambiguation Using Neural Networks with Concept Co-occurrence Information ","NLPRS Natural Language Processing Pacific Rim Symposium","6","1170"
"DongUnAn;GilChangKim;Jong-HyeokLee","Corpus-Based Modality Generation for Korean Predicates,","Literary and Linguistic Computing","6","1171"
"Chul-JaePark;Jong-HyeokLee;GeunbaeLee;KKakei","Collocation-Based Transfer Method in Japanese-Korean Machine Translation,","Trans of Information Processing Society of written Japanese","6","1172"
"Dae-SeonChoi;Hyun-ALee;Oh-WoogKwon;Jong-HyeokLee;GeunbaeLee","Noun Phrase Indexing Using Shallow Dependency Parsing for Korean Documents,","ICCPOL Hong Kong","6","1173"
"NamwonHeo;YujinChung;KyonghiMoon;Jong-HyeokLee;GeunbaeLee","A Multi-level Linguistic Approach to Disambiguation of Japanese Connective Endings,","Communications of COLIPS An Int l J of Chinese and Oriental Languages Information Processing Society","6","1174"
"Ji-EunRoh;Sin-JaeKang","Building a Descriptive Text Generation System in Korean from a Database ","JCIS Joint Conference Information Sciences","6","1175"
"NamwonHeo;Hui-FengLi;KyonghiMoon;Jong-HyeokLee;GeunbaeLee","Resolving the Noun Sense Ambiguity of Korean Based on Concept Co-occurrence Information,","Communications of COLIPS An Int l J of Chinese and Oriental Languages Information Processing Society","6","1176"
"InsuKang;Oh-WoogKwon;Jong-HyeokLee;GeunbaeLee","Cross-Language Text Retrieval by Query Translation Using Term Re-weighting,","Int l J of Pattern Recognition and Artificial Intelligence to be published","6","1177"
"Sin-JaeKang;Jong-HyeokLee;GeunbaeLee","Two-Phase Automatic Extraction of Semantic Knowledge from a Large Corpus,","Computer Processing of Oriental Languages","6","1178"
"Jung-InKim;Jong-HyeokLee;GeunbaeLee","Generation of Korean Predicates Based on Modality-Feature Ordering and Lexicalizing Table in Japanese-Korean Machine Translation,","J of Natural Language Processing written Japanese","6","1179"
"ByeongchangKim;GeunbaeLee","Morpheme-based grapheme to phoneme conversion using phonetic patterns and morphophonemic connectivity information ","ACM Trans Asian Lang Inf Process","6","1180"
"ByeongchangKim;GeunbaeLee;WonIlLee","Unlimited Vocabulary Grapheme to Phoneme Conversion for Korean TTS ","COLING Conference Computational Linguistics ACL Meeting of the Association for Computational Linguistics","6","1181"
"BernardPZeigler;HessamSSarjoughian;JamesJNutaro;SunwooPark;YoungKCho","Devs Modeling And Simulation: A New Layer Of Middleware ","Active Middleware Services","70","1182"
"BernardPZeigler","Space-Based Communication Data Management in Scalable Distributed Simulation ","J Parallel Distrib Comput","70","1183"
"BernardPZeigler;HessamSSarjoughian;HyupJCho;JeongGeunKim","Quantization-based filtering in distributed discrete event simulation ","J Parallel Distrib Comput","70","1184"
"JangwonLee;GustavodeVeciana","Scalable Multicast-based Filtering and Tracing Service Framework for Defeating Distributed DoS attacks","","71","1185"
"GustavodeVeciana","IP multicast resource and topology discovery using a fan-out decrement mechanism ","Computer Networks","71","1186"
"GustavodeVeciana","Resource and Topology Discovery for IP Multicast Using a Fan-out Decrement Mechanism ","INFOCOM The Conference Computer Communications","71","1187"
"WeiYu;JangwonLee","DSR-based Energy-aware Routing Protocols in ad hoc networks","Proceedings of the International Conference Wireless Networks ICWN","71","1188"
"LudmilaCherkasova;JangwonLee","FastReplica: Efficient Large File Distribution within Content Delivery Network","Proceedings of the th USENIX the Advanced Computing Systems Association Symposium Internet Technologies and Systems USITS USENIX Symposium Internet Technologies and Systems HP Laboratories Report HPL","71","1189"
"LudmilaCherkasova","FastReplica: Efficient Large File Distribution Within Content Delivery Networks ","USENIX the Advanced Computing Systems Association Symposium Internet Technologies and Systems","71","1190"
"SungJJoo;NamHJo;JangwonLee;JinHSeo","Completely Linearizable Class of Nonlinear SISO System with Uncertainty","Transactions of KIEE","71","1191"
"JangwonLee;NamHJo;JinHSeo","Observers for Nonlinear Systems with Unknown Inputs","Proceedings of the Asian Control Conference","71","1192"
"JangwonLee;NamHJo;JinHSeo","Observers for SO Nonlinear Systems with Unknown Inputs","Transactions of KIEE","71","1193"
"JangwonLee;JinHSeo","Controller design for single link robot with flexible joint using Nonlinear Observer","Proceedings of the KIEE conference","71","1194"
"JangwonLee;GustavodeVeciana","An Evaluation of Topology-sensitive Subgroup communication in Large-scale multicast applications","Proceedings of the th International Workshop Networked Group Communication NGC","71","1195"
"JangwonLee;GustavodeVeciana","IP Multicast Resource and Topology discovery using a Fan-out decrement mechanism","Computer Networks","71","1196"
"JangwonLee;GustavodeVeciana","Resource and Topology discovery for IP Multicast using a Fan-out decrement mechanism","Proceedings of INFOCOM The Conference Computer Communications Twentieth Annual Joint Conference of the IEEE Computer and Communications Societies","71","1197"
"YoungHanKim","Performance Analysis of a Hybrid Priority Control Scheme for Input and Output Queueing ATM Switches ","INFOCOM The Conference Computer Communications","72","1198"
"Jin-HoHahm;Jung-SookBae;Myung-KiShin","The RTMW Application: Bringing Multicast Audio/Video to the Web ","Computer Networks","72","1199"
"ChongKwanUn;KyeSangLee","Performance Analysis of Input Queue with Combination of Push-Out and State-Dependent Scheduling Schemes for Nonblocking ATM Switches ","Perform Eval","72","1200"
"AdamLiwo;CezaryCzaplewski;DanielRRipoll;HaroldAScheraga;JaroslawPillardy;MalgorzataGroth;RajmundKazmierkiewicz;RyszardJWawak;StanislawOldziej;SylwiaRodziewicz-Motowidlo","UNRES: a united-residue force field for energy-based prediction of protein structure - orgin and significance of multibody terms ","RECOMB","73","1201"
"AdamLiwo;CezaryCzaplewski;DanielRRipoll;HaroldAScheraga;JaroslawPillardy;WilliamJWedemeyer;YelenaAArnautova","Evolution of physics-based methodology for exploring the conformational energy landscape of proteins ","Journal of Computational Chemistry","73","1202"
"HaroldAScheraga;ShellyRackovsky","New optimization method for conformational energy calculations on polypeptides: Conformational space annealing ","Journal of Computational Chemistry","73","1203"
"ByungHwaKim;DongKyuRoh;ManHyungLee","Localization of a Mobile Robot using Images of a Moving Target ","ICRA International Conference Robotics and Automation","74","1204"
"JaeWeonChoi;KSon;MCLee;ManHyungLee;Seung-HyunHan","A Study on Feature-Based Visual Servoing Control of Eight Axes-Dual Arm Robot by Utilizing Redundant Feature ","ICRA International Conference Robotics and Automation","74","1205"
"SungYugChoi","Optimal Moving Windows for Real-Time Road Image Processing ","ICRA International Conference Robotics and Automation","74","1206"
"BMoghaddam;HPfister;RMachiraju","Model-based D face capture with shape-from-silhouettes","IEEE International Workshop Analysis and Modeling of Faces and Gestures Nice","75","1207"
"HPfister;BLorensen;CBajaj;GKindlmann;WSchroeder;LSAvila;KMRaghu;RMachiraju;JinhoLee","The transfer function bake-off","IEEE Computer Graphics and Applications Volume Issue Page s","75","1208"
"STenginakai;JinhoLee;RMachiraju","Salient iso-surface detection with model-independent statistical signatures","Visualization VIS IEEE Symposium Information Visualization INFOVIS Proceedings Page s","75","1209"
"ChandrajitLBajaj;GordonLKindlmann;HanspeterPfister;KenMartin;LisaSobierajskiAvila;RaghuMachiraju;WilliamELorensen;WilliamJSchroeder","The Transfer Function Bake-Off ","IEEE Computer Graphics and Applications","75","1210"
"","Design and Implementation of Content-based Image Retrieval System using Interactive Genetic Algorithm"," Proceedings of The th KISS Conference","75","1211"
"","Design and Implementation of DSSSL Processor for Style Control of SGML Document"," Proceedings of The th KISS Conference","75","1212"
"","Virtual Environment Sharing Technique Supporting Multiuser in WWW"," Journal of KISS","75","1213"
"BMoghaddam;HPfister;RMachiraju","Silhouette-based D face shape recovery","Graphics Interface Halifax","75","1214"
"","A Study of Virtual Environment Sharing Technique Supporting Multiuser in WWW"," M S thesis","75","1215"
"","Style Control of Structured Documents using DSSSL"," International Conference Multimedia Database Internet Seoul Korea","75","1216"
"","The Design and Implementation of VRML Authoring Tool snapshot here "," Proceedings of The th KISS Conference","75","1217"
"RaghuMachiraju;ShivarajTenginakai","Salient Iso-Surface Detection with Model-Independent Statistical Signatures ","IEEE Visualization","75","1218"
"KennethEBatcher","Minimizing Communication of a Recirculating Bitonic Sorting Network ","ICPP International Conference Parallel Processing","76","1219"
"KennethEBatcher","Minimizing Communication in the Bitonic Sort ","IEEE Trans Parallel Distrib Syst","76","1220"
"Kyung-HeeKwon;Young-BeomPark","Minimizing communication in bitonic sorting software ","ICPADS International Conference Parallel and Distributed Systems","76","1221"
"Bum-JaeYou;Byung-JuYi;Sang-RokOh;TaeBumPark;WheeKukKim","Optimal Design and Actuator Sizing of Redundantly Actuated Omni-Directional Mobile Robots ","ICRA International Conference Robotics and Automation","77","1222"
"Byung-JuYi;HyungWookKim;IlHongSuh","Singularity-Free Algorithms and Design Scheme for a New -DOF Parallel Haptic Device ","ICRA International Conference Robotics and Automation","77","1223"
"Byung-JuYi;IlHongSuh;Sang-RokOh","Impulse Measure Based Performance Analysis of Sawing Task by Dual Arm ","ICRA International Conference Robotics and Automation","77","1224"
"JabeomGu;JaehoonNah;OhyoungSong;SehyunPark;SungWonSohn","Mobile PKI: A PKI-Based Authentication Framework for the Next Generation Mobile Communications ","ACISP Australasian Conference Information Security and Privacy","78","1225"
"JabeomGu;OhyoungSong;SehyunPark","A PKI-Based Authentication Framework for Next Generation Mobile Internet ","Human Society Internet","78","1226"
"JabeomGu;JooSeokSong;MinsooLee;SehyunPark;SeoklaeLee","New Adaptive Trust Models against DDoS: Back-Up CA and Mesh PKI ","Human Society Internet","78","1227"
"Ki-WookKim;Sung-MoKang","VeriCDF: a new verification methodology for charged device failures ","DAC Design Automation Conference","79","1228"
"ChulwooKim;EricMartina;Kwang-HyunBaek;Sung-MoKang","High-Performance, Low-Power Skewed Static Logic in Very Deep-Submicron VDSM Technology ","ICCD International Conference Computer Design","79","1229"
"PeterBendix;Sung-MoKang;YoonjongHuh","Understanding and Addressing the Noise Induced By Electrostatic Discharge in Multiple Power Supply Systems ","ICCD International Conference Computer Design","79","1230"
"Kyung-YongChwa","Tight Analysis of a Self-Approaching Strategy for the Online Kernel-Search Problem ","Inf Process Lett","7","1231"
"Jae-HoonKim;Jae-HaLee;Kyung-YongChwa","Improved Gossipings for Short Messages in -Dimensional Meshes","Korea Joint Workshop Algorithm and Computation WAAC Tokyo","7","1232"
"Jae-HaLee;Chong-DaePark;Kyung-YongChwa","Carrying Umbrellas: an online relocation game on a graph,","Dagstuhl special issue of Journal of Graph Algorithm and Applications","7","1233"
"Jae-HaLee;Chong-DaePark;Kyung-YongChwa","Carrying Umbrellas:an online relocation game on graphs,","Proc of th International Symposium Algorithm and Computation ISAAC International Symposium Algorithms and Computation Madras Lecture Notes Computer Science Pages","7","1234"
"Chan-SuShin;Kyung-YongChwa","Optimal Embedding of Multiple Directed Hamiltonian Rings into d-dimensional Meshes ","J Parallel Distrib Comput","7","1235"
"Jae-HaLee;Chan-SuShin;Kyung-YongChwa","Directed Hamiltonian packing in d-dimensional meshes and its application,","Proc of th International Symposium Algorithm and Computation ISAAC International Symposium Algorithms and Computation Osaka Lecture Notes Comnputer Science","7","1236"
"Jae-HaLee;SungYongShin;Kyung-YongChwa","Visibility-based pursuit-evasions in a polygonal room with a door,"," th ACM Symposium Computational Geometry SoCG","7","1237"
"Jae-HaLee;Kyung-YongChwa","Online scheduling of parallel communications with individual deadlines,","Proc of th International Symposium Algorithm and Computation ISAAC International Symposium Algorithms and Computation Madras Lecture Notes Computer Science Pages","7","1238"
"Jae-HaLee;Chan-SuShin;Jae-HoonKim;SungYongShin;Kyung-YongChwa","New competitive strategies for searching in unknown star-shaped polygons,"," th ACM Symposium Computational Geometry SoCG Nice","7","1239"
"Jae-HaLee;Sang-MinPark;Kyung-YongChwa","On the polygon-search conjecture","Technical Report KAIST CS TR","7","1240"
"Kyung-YongChwa;Sang-MinPark","Characterization of Rooms Searchable by Two Guards ","ISAAC International Symposium Algorithms and Computation","7","1241"
"Kyung-YongChwa;Sang-MinPark","Visibility-Based Pursuit-Evasion in a Polygonal Region by a Searcher ","ICALP Automata Languages and Programming","7","1242"
"Jae-HaLee;OtfriedCheong;Woo-CheolKwon;SungYongShin;Kyung-YongChwa","Approximation of Curvature-constrained Shortest Paths through a Sequence of Points","Proc of European Symposium Algorithm ESA European Symposium Algorithms Saarbruecken Lecture Notes Computer Science Pages","7","1243"
"Kyung-YongChwa;SungYongShin","Visibility-Based Pursuit-Evasion in a Polygonal Room with a Door ","Symposium Computational Geometry","7","1244"
"Kyung-YongChwa","Online Scheduling of Parallel Communications with Individual Deadlines ","ISAAC International Symposium Algorithms and Computation","7","1245"
"Kyung-YongChwa;OtfriedCheong;SungYongShin;Woo-CheolKwon","Approximation of Curvature-Constrained Shortest Paths through a Sequence of Points ","ESA European Symposium Algorithms","7","1246"
"Kyung-YongChwa;Sang-MinPark","Optimization Algorithms for Sweeping a Polygonal Region with Mobile Guards ","ISAAC International Symposium Algorithms and Computation","7","1247"
"Kyung-YongChwa;Sang-MinPark","Simple algorithms for searching a polygon with flashlights ","Inf Process Lett","7","1248"
"Kyung-YongChwa;Sang-MinPark","Searching a Polygonal Room with One Door by a -Searcher ","Int J Comput Geometry Appl","7","1249"
"Kyung-YongChwa;Sang-MinPark","Searching a Room by Two Guards ","Int J Comput Geometry Appl","7","1250"
"Jae-HaLee;Chan-SuShin;Kyung-YongChwa","Optimal Embedding of Multiple Directed Hamiltonian Rings into d-dimensional Meshes,","Journal of Parallel and Distributed Computing","7","1251"
"Jae-HaLee;Sang-MinPark;Kyung-YongChwa","Simple Algorithms for Searching a Polygon with Flashlights","","7","1252"
"Jae-HaLee;Sang-MinPark;Kyung-YongChwa","Searching a polygonal room with one door by a -searcher,","International Journal of Computational Geometry and Applications","7","1253"
"Jae-HaLee;Kyung-YongChwa","Tight analysis of a self-approaching strategy for the online kernel-search problem,","Information Processing Letters","7","1254"
